code	meaning
E-86063	OXYTOCIN ANTAGONIST (L372882, MERCK)
E-86064	OXYTOCIN ANTAGONIST (L373491, MERCK)
E-86065	OXYTOCIN ANTAGONIST (L374089, MERCK)
E-86066	OXYTOCIN ANTAGONIST (L374089, Merck)
E-86067	OXYTOCIN ANTAGONIST (L374376, MERCK)
E-86068	OXYTOCIN ANTAGONIST (L374326, MERCK)
E-86069	OXYTOCIN ANTAGONIST (L-374514, MERCK)
E-86070	OXYTOCIN ANTAGONIST (L-374585, MERCK)
E-86071	OXYTOCIN ANTAGONIST (L-374757, MERCK)
E-86072	OXYTOCIN ANTAGONIST (L-374820, MERCK)
E-86073	OXYTOCIN ANTAGONIST (L-374821, MERCK)
E-86074	OXYTOCIN ANTAGONIST (L374943, MERCK)
E-86075	OXYTOCIN ANTAGONIST (L375306, MERCK)
E-86090	FSH, INJECTABLE (METRODIN)
E-86091	PERGONAL (FSH & LH)
E-86092	FSH (HUMAN)
E-86120	GHRH (GROWTH HORMONE RELEASING HORMONE)
E-86140	GONADOTROPIN RELEASING FACTOR (GRF)
E-86145	ANTIDE (GnRH ANTAGONIST)
E-86147	ACYLINE (GnRH ANTAGONIST)
E-86230	EUTHROID (LIOTRIX)  NA LEVOTHYROXINE & NA LIOTHYROINE
E-86260	METHIMAZOLE (TAPAZOLE)
E-86470	TETANUS ANTITOXIN
E-864X0	GAMMA GLOBULIN
E-86720	ANTILYMPHOCYTE SERUM
E-867X0	TETANUS TOXOID
E-86840	SERUM GLOBULIN
E-87200	ELECTROLYTE REPLENISHER   (NORMOSOL)
E-87230	Calcium Gluconate injectable 10% (100mg/ml)
E-87240	POTASSIUM BICARBONATE
E-87250	POTASSIUM CHLORIDE (KCL) injectable (2meq/ml)
E-87251	Potassium chloride liquid (2.6 meq/ml)
E-87255	Potassium chloride liquid (2.6 meq/ml) - added to ORT pan
E-87260	SALINE,NOS
E-87270	SODIUM CHLORIDE (NACL) injectable 0.9%
E-87350	ELECTROLYTE, LACTATED RINGER
E-87430	FOOD, NOS
E-87510	VITAMIN C (ASCORBIC ACID)
E-87530	VITAMIN D2 (CALCIFEROL PREPARATION)
E-87600	MULTIVITAMIN PREPARATION, NOS
E-87601	VITAMIN B COMPLEX (SOLU-B-FORTE, MULTIBEX)
E-87650	VITAMIN A PREPARATION
E-87690	VITAMIN E
E-87700	CALCITRIOL(ROCALTROL-VITAMINE D3, MOST ACTIVE FORM)
E-87720	Vitamin B-12 (cyanocobalamin) injectable 1000 mcg/ml
E-87725	Derma caps
E-87740	FOLIC ACID PREPARATION
E-87750	VITAMIN K3 (MENADIOL, SYNKAYVITE)
E-87790	VITAMIN K1 (PHYTONADIONE, MEPHYTON)
E-8780X	ZK137316 EXPTL ANTI-PROGESTIN
E-87850	RETIN-A  (TRETINOIN)
E-88111	NALMEPENE
E-88160	WOUND GEL DRESSING
E-88370	CHLORPHENIRAMINE
E-88450	DIPHENHYDRAMINE injectable (50mg/ml)
E-88810	ACETAZOLAMIDE   (DIAMOX)
E-889Y0	Mannitol 20% injectable (200mg/ml)
E-89140	SPIRONOLACTONE
E-89160	Theophylline
E-89180	UREA, INJECTABLE (UREAPHIL)
E-89190	Furosemide (50mg/ml)
E-89240	HYALURONIDASE PREPARATION (WYDASE)
E-89260	PAPAIN
E-89450	POTASSIUM GUAIACOLSULFONATE, NOS
E-89451	GUAIFENSIN (ROBITUSSIN)
E-89620	AMINO ACID, NOS
E-89621	ARGININE, NOS
E-89624	HOMOCYSTINE, NOS
E-89625	HOMOCYSTEINE, NOS
E-89628	PHENYLALAMINE, NOS
E-89630	ARGININE HCL
E-89680	METHYLERGONOVINE   (METHERGINE)
E-89720	ERGOTRATE MALEATE (ERGONOVINE)
E-89730	ANGIOTENSIN, NOS (HYPERTENSIN)
E-89744	ASPARTIC ACID (SODIUM SALT)
E-89751	GLUTAMIC ACID (SODIUM SALT)
E-89950	CROMOLYN SODIUM (NASAL SPRAY)
E-89970	DIMETHYL SULFOXIDE (DMSO)
E-89971	MSM
E-89990	GALACTOSE
E-90000	PHYSICAL AGENT, NOS
E-90020	TRAUMATIC AGENT, NOS
E-90030	CANNIBALISM
E-90100	THERAPEUTIC DEVICE, NOS
E-90120	PROSTHESIS
E-90130	BONE PLATE
E-90200	METAL DEVICE
E-90280	INTRAMEDULLARY ROD
E-90330	INCUBATOR, INFANT
E-90340	PERFUSION PUMP
E-90370	CAST, PLASTER
E-90375	CAST, RESIN
E-90400	ELECTRONIC MONITOR
E-90435	ELECTRODE, NOS
E-90500	DEVICE, NOS
E-90510	HYPODERMIC NEEDLE
E-90590	CATHETER
E-90595	CATHETER WITH SAMPLING PORT
E-90620	PLASTIC TUBE
E-90670	CANNULA, NOS
E-90680	SUTURE, SURGICAL
E-93190	LACK OF CARE, NEWBORN
E-93230	GAMMA RADIATION
E-93250	ULTRAVIOLET RADIATION
E-93270	LASER
E-94270	DUE TO SURGICAL INSTRUMENT
E-94280	NEEDLE
E-94440	SHOTGUN
E-94710	BULLET
E-94810	PELLET GUN MISSILE
E-95823	INSULIN, INJECTABLE, REGULAR
E-96000	PHYSICAL RESTRAINT EQUIPMENT, NOS
E-98000	PHYSICAL FORCE, NOS
E-98200	HEAT, NOS
E-98210	COLD
E-98230	AIR
E-C1095	SAND (SILICEOUS EARTH)
E-C249X	IRON FORTIFIED INFANT FORMULA
E-C255X	6 Fortified
E-T1110	Old Therapeutic Device: BONE, RAWHIDE
E-T1120	Old Therapeutic Device: BONE, NYLABONE
E-T1130	Old Therapeutic Device: BONE, FLEECE
E-T1140	Old Therapeutic Device: WISHBONE
E-T1201	Old Therapeutic Device: KONG, SMALL
E-T1203	Old Therapeutic Device: KONG, MEDIUM
E-T1205	Old Therapeutic Device: KONG, LARGE
E-T1207	Old Therapeutic Device: KONG, KING
E-T1211	Old Therapeutic Device: DENTAL KONG, SMALL
E-T1215	Old Therapeutic Device: DENTAL KONG, PROPHY LARGE
E-T1300	Old Therapeutic Device: DOLL, NOS
E-T1310	Old Therapeutic Device: DOLL, CHEWMAN, FLEECE
E-T3113	Old Therapeutic Device: BALL, GUMBALL, REGULAR
E-T3114	Old Therapeutic Device: DBALL
E-T3115	Old Therapeutic Device: BALL, GUMABALL WOLF, LARGE
E-T3117	Old Therapeutic Device: BALL, FLEECE
E-T3118	Old Therapeutic Device: BALL, STAR
E-T3119	Old Therapeutic Device: BALL, SPACE
E-T3120	Old Therapeutic Device: BALL, BOOMER
E-T3121	Old Therapeutic Device: BALL, SMALL RAWHIDE
E-T3215	Old Therapeutic Device: TUG, GUMABONE, LARGE
E-T3221	Old Therapeutic Device: TUG, VINYL, SMALL
E-T3230	Old Therapeutic Device: TUG, FIGURE EIGHT
E-T3310	Old Therapeutic Device: RING, ALUMINUM
E-T3320	Old Therapeutic Device: RING, DOUBLE ALUMINUM
E-T3333	Old Therapeutic Device: RING, GUMARING REGULAR
E-T3337	Old Therapeutic Device: RING, GUMARING GIANT
E-T3341	Old Therapeutic Device: RING, NYLABONE SMALL
E-T3345	Old Therapeutic Device: RING, NYLABONE LARGE
E-T3347	Old Therapeutic Device: RING, PVC PIPE
E-T3348	Old Therapeutic Device: RING, JELLY
E-T3350	Old Therapeutic Device: Wide PVC Ring
E-T3400	Old Therapeutic Device: BOTTLE, NOS
E-T3410	Old Therapeutic Device: BOTTLE, POLYPROPYLENE, 250 ML
E-T3415	Old Therapeutic Device: MIRROR, STAINLESS STEEL
E-T3420	Old Therapeutic Device: PACIFIER
E-T3425	Old Therapeutic Device: HANGING PLATFORM
E-T4001	Therapeutic Device: Pop corn
E-T4010	Therapeutic Device: Shaker puzzle
E-T4020	Therapeutic Device: Banana Feeder
E-T4030	Therapeutic Device: Paint roller
E-T4040	Therapeutic Device: Honey sticks
E-T4050	Therapeutic Device: Honey jar
E-T4060	Therapeutic Device: Frozen treat
E-T4070	Therapeutic Device: Tube treat
E-T4080	Therapeutic Device: Wiffel ball
E-T4090	Therapeutic Device: Mirror
E-T4100	Therapeutic Device: Rawhide
E-T4110	Therapeutic Device: Wood
E-T4120	Therapeutic Device: Rattle
E-T4130	Therapeutic Device: Smear board
E-T4140	Therapeutic Device: Fleece Board
E-T4150	Therapeutic Device: T-feeder
E-T4160	Therapeutic Device: Foraging Tube
E-T4170	Therapeutic Device: Peanut feeder
E-T4180	Therapeutic Device: Tap a treat
E-T4190	Therapeutic Device: Busy Box
E-T4210	Therapeutic Device: Can-O-nuts
E-T4220	Therapeutic Device: Treasure Chest
E-T4225	Therapeutic Device: Corn cobb
E-T4230	Therapeutic Device: Wheat Grass
E-T4235	Therapeutic Device: Rope
E-T4245	Therapeutic Device: Herbs
E-T5110	Old Therapeutic Device: BOARD, FLEECE (GROOMING)
E-T5111	Old Therapeutic Device: BOARD, FLEECE (FILL)
E-T5112	Old Therapeutic Device: DISK, FLEECE
E-T5114	Old Therapeutic Device: FLEECE, PLAIN
E-T5130	Old Therapeutic Device: BOARD, FORAGING
E-T5135	Old Therapeutic Device: BRANCH
E-T5310	Old Therapeutic Device: FEEDER, PVC PUZZLE
E-T5320	Old Therapeutic Device: Feeder, Three Cup
E-T5330	Old Therapeutic Device: FEEDER, BIRD
E-T5350	Old Therapeutic Device: FEEDER, FORAGER BOX
E-T5355	Old Therapeutic Device: Termite Fisher
E-T5360	Old Therapeutic Device: PUZZLE BALL
E-T5370	Old Therapeutic Device: RAISIN BOARD
E-T5500	Old Therapeutic Device: SWING, NOS
E-T5600	Old Therapeutic Device: TOY, MISC
E-T5700	Old Therapeutic Device: FETCH
E-T5800	Old Therapeutic Device: DUMBELL
E-X0000	DIET, NOS
E-X0050	DIET, BLAND
E-X0100	NORMAL NURSERY DIET (SMA WITH IRON)
E-X0210	DIET, WEIGHT MAINTENANCE REGIMEN
E-X0220	DIET, WEIGHT REDUCTION REGIMEN
E-X0230	DIET, OR REGIMEN, WEIGHT INCREASE
E-X0300	DIET, BRAT
E-X0310	DIET, Ensure Soaked Biscuits
E-X0315	Kool Aid soaked biscuits, Special Diet
E-X0405	DIET, RICE
E-X0406	Diet, Macaroon
E-X0407	DIET, Rice with Ensure
E-X0408	DIET, Rice Cereal
E-X0409	Diet, Prunes
E-X0410	DIET, LOW RESIDUE
E-X0420	DIET, HIGH RESIDUE
E-X0430	DIET, MECHANICAL SOFT
E-X0435	DIET, SEMI-S
E-X0445	Diet, Semi-S Plus Bran
E-X0450	DIET, LIQUID
E-X0460	Diet, 6-Fortified
E-X0470	DIET, TUBE FEEDING
E-X0500	Diet, L-Phyto (Low-phytoestrogen)
E-X0610	DIET, INCREASED PROTEIN
E-X0700	FAT DIET
E-X0750	Diet, (Banana, Rice, Ensure)
E-X0800	Diet, Marmoset Jelly
E-X1200	DIET, MISC, NOS
E-X1460	DIET, Ensure Liquid Nutrition
E-Y1371	CAMPYLOBACTER COLI
E-Y1372	CAMPYLOBACTER JEJUNI
E-Y1380	GASTROSPIRILLIUM HOMINIS
E-Y1381	Helicobacter pylori
E-Y1382	Helicobacter, NOS
E-Y1383	Helicobacter heilmannii
E-Y1384	PGL1001
E-Y1385	PGL1001 Placebo
E-Y2100	Ureaplasma parvum
E-Y2770	EUTHANASIA SOLUTION
E-Y2775	Insulin1unit/ml
E-Y2780	Dextrose, 20% (D-20-W)
E-Y2885	Deuterated glucose 100mg/ml
E-Y3281	SRV-LANGUR
E-Y3282	SRV-SQUIRREL
E-Y3283	SRV-1
E-Y3284	SRV-2
E-Y3285	SRV-3
E-Y3286	SRV-4
E-Y3287	SRV-5
E-Y3290	Cabergoline (Dostinex)
E-Y3295	Rahnella aquatilis
E-Y4100	Sodium Salicylate Shampoo
E-Y4120	Miconazole Shampoo
E-Y4210	Benzoyl Peroxide Shampoo
E-Y4230	Triamcinolone 0.1% Ointment
E-Y4310	Triamcinolone 0.015% Spray
E-Y4330	Fiber Supplement, Inulin
E-Y7240	AZITHROMYCIN (250mg)
E-Y7410	Ivermectin 1% injectable (10mg/ml)
E-Y7430	Praziquantel (56.8mg/ml)
E-Y7440	Midozalam
E-Y7450	Tacrolimus ointment
E-Y7504	Fluconazole
E-Y7564	Glycopyrrolate (0.2mg/ml)
E-Y7575	FiberBites
E-Y7578	Atosiban
E-Y7580	Atosiban in D5W
E-Y7585	Lithium Ion
E-Y7590	Zithromax Z-Pak
E-Y7884	Propofol injectable 1% (10 mg/ml)
E-Y7910	SCHERING 23390
E-Y7911	SCHERING 31966
E-Y7920	REMOXIPRIDE
E-Y7921	CISAPRIDE
E-Y7933	(-)PPP
E-Y7934	(-)3ppp
E-Y7935	(+)PPP
E-Y7936	HW165
E-Y7937	SKF 38393
E-Y7940	PERGOLIDE
E-Y7950	SETOPERONE
E-Y7976	RELAXIN (HUMAN, SYNTHETIC)
E-Y7977	RELAXIN (RHESUS, SYNTHETIC)
E-Y7978	RELAXIN PLACEBO (GENETECH)
E-Y7979	CNI-1493 (TNF INHIBITOR)
E-Y8061	OINTMENT, BAG BALM
E-Y8062	OINTMENT, WHITE PETROLATUM
E-Y8063	Ophthalmic Ointment
E-Y8065	H2-Gamendazole
E-Y8800	NALTREXONE
E-Y8809	CYLOGYL 1 %
E-Y8825	Flumazenil injectable 0.1mg/ml
E-Y8827	0.45% Soduim Chloride (1/2 Normal Saline)
E-Y8830	Citrobacter braakii
E-Y9611	NEOMYCIN/BACITRACIN/POLYMYXIN (MYCITRACIN)
E-Y9612	RU38486
E-Y9613	EPOSTANE (3 BETA HSD INHIBITOR)
E-Y9614	TRILOSTANE (3 BETA HSD INHIBITOR)
E-Y9615	ONAPRISTONE
E-Y9618	PANOLOG OINTMENT
E-Y9710	D-10-W Electrolyte (Normasol D10W)
E-Y9730	Fentanyl IM
E-YX001	Shampoo, benzyl peroxide
E-YX002	DRUG SHAMPOO
E-YX003	Shampoo, Epi-Soothe
E-YX004	Shampoo, 3% coal tar
E-YX005	Shampoo, Derma Pet
E-YX006	Shampoo, Chlorhexidine
E-YX009	Shampoo, NuSal-T
E-YY001	DEXTROSE, 5% (D-5-W)
E-YY002	DEXTROSE, 50% (D-50-W)
E-YY003	ELECTROLYTE D-5-W (NORMASOL D5W)
E-YY004	ELECTROLYTE SOLUTION (NORMASOL R OR M)
E-YY005	PRISCOLINE (TOLAZOLINE)
E-YY006	DEXTRAN-70 (HYSKON)
E-YY007	INPERSOL (PERITONEAL DIALYSATE)
E-YY008	ELECTROLYTE SOL. (NORMASOL-R-PH 7.4)
E-YY009	AMBEX
E-YY010	DEXTROSE,  5% (D-5-W) + .045% NaCl
E-YY020	DEXTROSE, 2.5% + .45% NaCl
E-YY035	Acetaminophen liquid (32mg/ml)
E-YY040	NO ENTERIC GROWTH
E-YY045	Azithromycin liquid (40mg/ml)
E-YY050	GARLIC (ALLIUM AMELOPRASUM)
E-YY055	Bismuth Subsalicylate liquid (17.5mg/ml)
E-YY060	MICONAZOLE NITRATE
E-YY065	Chloramphenicol, tab (250mg/tab)
E-YY069	Diet - FBR 20 699 FBZ Medicated
E-YY100	CERIUM - 141  (CE-141)
E-YY101	NIOBIUM - 95  (NI-95)
E-YY102	SCANDIUM - 46  (SC-46)
E-YY109	API GROUP I
E-YY110	API GROUP II
E-YY120	Hydrogel
E-YY130	Microspheres
E-YY140	RCA1Lectin
E-YY150	S1P
E-YY160	Gelfoam
E-YY165	Glargine insulin
E-YY200	VALBAZEN (ALBENDAZOLE)
E-YY205	Humilac
E-YY210	RF PLUS
E-YY211	BLUE HERON
E-YY212	DGL PLUS (DEGLYCYRRHIZATED LICORICE)
E-YY213	ARSENICUM ALB 200C (HOMEOPATHIC)
E-YY214	NUX VOMICA 200C (HOMEOPATHIC)
E-YY215	BOWEL TONE IBS
E-YY216	PARA-GARD (BERBERINE)
E-YY220	ECHERICIA COLI ANTIBODY
E-YY240	5-HYDROXY TRYPTOPHAN
E-YY250	BOVINE ROTA-CORONAVIRUS VACCINE (CALF-GUARD)
E-YY270	Cephalexin liquid (50mg/ml)
E-YY280	Chlorpromazine injectable (25mg/ml)
E-YY290	IODOQUINOLOL (650mg)
E-YY291	Rolipram
E-YY295	Diazepam (5mg)
E-YY298	Diazepam (10mg)
E-YY310	Doxipen (10mg caplets)
E-YY320	Diphenhydramine (25mg)
E-YY325	Diphenhydramine liquid (2.5mg/ml)
E-YY326	Simian Immunodeficiency Virus
E-YY328	TYPE D RETROVIRUS
E-YY329	HTLV (HUMAN T-CELL LEUKEMIA VIRUS)
E-YY330	HTLV-I
E-YY331	STLV-I
E-YY340	HTLV-II
E-YY341	STLV-II
E-YY350	HIV-1 (HTLV-III)
E-YY351	SIV, NOS (STLV-III)
E-YY360	HTLV-IV
E-YY361	STLV-IV
E-YY370	SPUMAVIRUS, NOS
E-YY375	Brompheniramine/Phenylephrine 1mg/2.5mg per 5ml  (Dimetapp)
E-YY381	FILOVIRUS, SIMIAN
E-YY383	Gadolinium
E-YY385	Simian varicella virus
E-YY387	Fluriprofen
E-YY390	MEGABACTERIUM
E-YY392	Pantoea NOS
E-YY394	Hemabate
E-YY395	Triple antibiotic ointment
E-YY398	Ondansetron injectable (2mg/ml)
E-YY403	Leucovorin
E-YY404	BLASTOCYSTIS HOMINIS
E-YY408	Azithromycin, injection (500mg)
E-YY430	CRYPTOSPORIDIA
E-YY440	Ochrobactrum anthropi
E-YY445	ENTAMOEBA NANA
E-YY450	MOLINDONE HYDROCHLORIDE (MOBAN)
E-YY460	Kepivance (palifermin)
E-YY480	POROCEPHALUS
E-YY495	Magnesium (Milk of Magnesia)
E-YY510	ORG 9935    (Phosphodiesterase  type 3 inhibitor)
E-YY513	Selenium & Tocopherol
E-YY514	MU-SE (SELENIUM-IRON VETERINARY INJECTION)
E-YY515	LCV (Lymphocryptovirus)
E-YY530	TOBRADEX
E-YY535	Meloxicam liquid (1.5mg/ml)
E-YY540	Mifepristone
E-YY545	Metformin (500mg)
E-YY548	Cefdinir, oral suspension, 250 mg/5 mL
E-YY550	Lawsonia, NOS
E-YY555	Methotrexate
E-YY560	Avastin
E-YY565	Carvedilol 2 mg/ml
E-YY567	Cyproheptadine 4mg
E-YY600	BrdU (Bromo deoxyuridine)
E-YY610	sFlt-1 (soluble VEGF receptor)
E-YY612	Monkey IgG  (monkey immunoglobulin)
E-YY615	VEGF Anti Serum
E-YY618	EG-VEGF Antibody
E-YY620	ANG-2
E-YY625	IDU(5-iodo-2-deoxyuridine)
E-YY630	ovalbumin injection
E-YY635	CldU (5-chloro-2-deoxyuridine)
E-YY640	Ovalbumin Intranasal administration
E-YY650	Triamcinolone 0.1% cream
E-YY666	Benadryl (5mg/kg)
E-YY670	Diet, ESB cubes
E-YY675	Nitazoxanide 500mg tab
E-YY678	S-Adenosylmethionine 225mg
E-YY700	PLACEBO
E-YY705	SHIV, NOS
E-YY710	Itraconazole (50mg)
E-YY715	Ropinirole, 0.25 mg tablets.
E-YY720	Repronex(FSH & LH)
E-YY723	IMIPENEM-CILASTATIN SODIUM (PRIMAXIN)
E-YY725	Cefadril
E-YY726	PEN G, PROCAINE & BENZATHINE PEN G (FLOCILLIN)
E-YY727	SODIUM PENICILLIN
E-YY728	BUPIVICAINE HCl (5mg/ml)
E-YY730	Medetomidine HCl injectable (1mg/ml)
E-YY732	Tramadol (50mg)
E-YY734	Enulose
E-YY735	Atipamezole HCl  (5mg/ml)
E-YY740	ITRACONAZOLE
E-YY745	Diet, Berry Bran
E-YY747	Dextrose, 50% (D-50-W) + 0.45 NaCl.
E-YY750	Lidocaine 2% injectable (20mg/ml)
E-YY755	Bupivicaine 2.5 mg/ml
E-YY760	VITAMIN D3
E-YY761	VITAMIN A AND D PREPARATION (INJECTABLE)
E-YY763	Insulin-like 3 Peptide (INSL-3)
E-YY764	Pedialyte liquid
E-YY765	FATTY-ACID SUPPLEMENT (DERMCAPS)
E-YY770	YOGURT, NON-FAT
E-YY771	YOGURT, NON-FAT
E-YY775	Mycophenolate (MPA)
E-YY776	Tauroursodeoxycholic acid (TUDCA)
E-YY780	CELEBREX
E-YY782	Mylanta
E-YY784	Misoprostol
E-YY785	Cosequin DS
E-YY786	Guanfacine (2mg)
E-YY787	Hyaluronic acid (HA)
E-YY788	Docusate Sodium (100mg)
E-YY789	Lawsonia intracellularis
E-YY790	Xylazine injectable (20mg/ml)
E-YY791	XYLAZINE (ROMPUN)/KETAMINE MIXTURE
E-YY792	Buprenorphine injectable (0.3mg/ml)
E-YY794	ADEQUAN
E-YY795	Midazolam injectable (5mg/ml)
E-YY796	AMFOROL SUSPENSION
E-YY797	BUTORPHANOL TARTRATE
E-YY798	Xylazine injectable (100mg/ml)
E-YY806	OINTMENT, HEMORRHOIDAL NOS
E-YY808	Fingolimod (S1P receptor agonist)
E-YY810	GOLYTELY
E-YY815	BAY xxxxx06
E-YY817	FILAMENTOUS BACTERIA, NOS
E-YY820	Cynomolgus FSH
E-YY825	Cynomolgus LH.
E-YY826	Lithium carbonate as 0.15mEq/ml
E-YY827	Cryseomonas luteola
E-YY829	AGYROPHILIC BACILLI, NOS
E-YY833	FortiFlora
E-YY836	Trophamine Supplement
E-YY843	PACKED RED BLOOD CELLS
E-YY844	PLATELET ENRICHED PLASMA
E-YY845	PHYTOHEMAGGLUTININ
E-YY847	Phenylephrine, 2.5%
E-YY850	Org 241549-0 (FSH agonist)
E-YY851	Org 243850-0 (FSH agonist)
E-YY855	FSH Agonist
E-YY856	Prednisone 5 mg
E-YY857	DHEA
E-YY858	Furosemide injectable (10 mg/ml)
E-YY860	SERM-619 (Selective estrogen receptor modulator)
E-YY862	Erythromycin ophthalmic ointment
E-YY865	Oxyglobin
E-YY867	Diet, Pediasure
E-YY868	Gentamycin sulfate ophthalmic solution 0.3%
E-YY869	Fibrin gel
E-YY870	ELECTROLYTE, ORAL (INFALYTE)
E-YY871	Probiotic, ultimate 10
E-YY873	Cyclosporine (modified), 50mg
E-YY875	VITAMIN TABLET (ZOO CHEWS)
E-YY876	VIDAYLIN WITH IRON
E-YY878	Cloprostenol (sodium salt)
E-YY883	Hetastarch 6% in 0.9% NaCl
E-YY885	Orally active oxytocin antagonist compound (AS606521,Serono)
E-YY887	Fenugreek
E-YY888	BAYxxxxx80
E-YY891	MK-801 (NON-COMP NMDA RECEPTOR ANTAGONIST)
E-YY892	DNQX (COMP KAINATE RECEPTOR ANTAGONIST)
E-YY893	AP-7 (EXCITATORY AMINO ACID ANTAGONIST)
E-YY895	PPT (trisphenol)
E-YY897	DPN (diarylpropionitrile)
E-YY900	I-125 E2
E-YY901	C-14 DEXTRAN
E-YY902	H-3 LEUCINE
E-YY905	Venlafaxine 25mg
E-YY910	Tadalaphil
E-YY912	Room Air
E-YY915	Hypertonic Saline 23.4%
E-YY918	Estrogen synthetic (STX)
E-YY920	FERRING OXYTOCIN ANTAGONIST FE200440
E-YY921	FERRING OXYTOCIN ANTAGONIST FE200483
E-YY922	FERRING OXYTOCIN ANTAGONIST FE992002
E-YY927	Meloxicam injectable (5 mg/ml)
E-YY928	Telazol
E-YY940	NOMEGSTROL ACETATE
E-YY943	Bio-Sponge
E-YY945	Carprofen injectable 50 mg/ml
E-YY946	Tylosin Powder
E-YY947	Enalapril
E-YY948	Clomipramine (25mg)
E-YY949	Fenbendazole paste (100 mg/g)
E-YY950	FLUOXETINE (10mg)
E-YY951	NEOMYCIN & DEXAMETHASONE (NEODECADRON)
E-YY953	PROSTAGLANDIN E2
E-YY954	PROSTAGLANDIN F2 ALPHA
E-YY955	KAOLIN & PECTIN (KAOPECTATE)
E-YY956	LYTREN POWDER (ELECTROLYTE)
E-YY957	FIBRINOLYSIN & DESOXYRIBONECLEASE (ELASE)
E-YY958	ELASE & CHLOROMYCETIN OINTMEMT
E-YY959	WYAMINE (MEPHENTERMINE)
E-YY960	BIOSOL-M (NEOMYCIN, METHSCOPOLAMINE)
E-YY961	CORTISPORIN OINTMENT
E-YY962	DARIBIOTIC (NEOMYCIN, POLYMYXIN)
E-YY963	Neopredef (Neomycin, isoflupredone, tetracaine)
E-YY964	CEFTIOFUR NA (NAXCEL)
E-YY965	POLYMYXIN B+ BACITRACIN (POLYSPORIN)
E-YY966	PROTAMINE
E-YY967	H-3 DHAS
E-YY968	H-3 FUCOSE
E-YY969	C-14 CHOLIC ACID
E-YY970	C-14 C, D, CHOLIC ACID
E-YY971	VARIDASE (STREPTODORINASE & STREPTOKINASE)
E-YY972	DOXAPRAM (DOPRAM)
E-YY973	IRON-VITAMIN PREP.,INJ. (PEPTOGEN)
E-YY975	C-14 PROGESTERONE
E-YY976	H-3 PROGESTERONE
E-YY977	H-3 GALACTOSE
E-YY978	H3 TESTOSTERONE
E-YY979	SE-75 METHIONINE
E-YY980	ACEPROMAZINE (10mg/ml)
E-YY981	H-3 BILIRUBIN
E-YY982	C-14 ANDROST
E-YY983	H-3 E2
E-YY984	C-14 ALBUMIN
E-YY985	H-3 ANDROST
E-YY986	C-14 E2
E-YY987	H-3 PROLINE
E-YY988	H-3 DHEA
E-YY989	C-14 B-SITOSTEROL
E-YY990	H-3 CHOLESTEROL
E-YY991	KETAJECT,ACEPROMAZINE,ROMPUN (RAF)
E-YY992	Tiletamine/zolazepam injectable (100mg/ml)
E-YY993	IODINE -131  (I-131)
E-YY994	PROGESTERONE IMPLANT, 20 MM
E-YY995	LEUCINE(AMINO ACID)
E-YY996	INTERLEUKIN 1 (HUMAN, RECOMB)
E-YY997	ANDOSTENEDIONE ANALOG (ATD)
E-YY998	SIN-1 (3-MORPHOLINO-SYDNONIMINE; MOLECULAR DEVICES)
E-YY999	URINASTATIN (GRANULOCYTE ELASTASE INHIBITOR)
E-YYY20	Trimethoprim/sulfa liquid (48mg/ml)
E-YYY30	Tetracycline liquid (100mg/ml)
E-YYY40	Ibuprofen liquid (20mg/ml)
E-YYY50	Metoclopramide injectable (5mg/ml)
E-YYY60	Metronidazole liquid (100mg/ml)
E-YYY70	Enrofloxacin (Baytril) injectable 22.7 mg/ml
E-YYY76	Erythromycin liquid (80mg/ml)
E-YYY78	Epinephrine 1:10,000
E-YYY80	Famotidine injectable (10mg/ml)
E-YYY83	Gabapentin 100 mg capsules
E-YYY88	Omeprazole liquid (20mg/ml)
E-YYY89	PMPA
E-YYY90	FTC
E-YYY91	L812
E-YYY92	Darunavir
E-YYY93	Ritonavir
E-YYY98	Negative for Shigella and Campylobacter
E-YYYYY	None
E-ZZZZZ	E-code Placeholder
F-00010	GENERAL FUNCTION, UNKNOWN
F-00020	GENERAL FUNCTION, NOT APPLICABLE
F-00030	GENERAL FUNCTION, NOT ASSIGNED
F-00100	METABOLISM, NOS
F-00101	GENERAL BODY FUNCTION, NORMAL
F-00102	GENERAL BODY FUNCTION, ABNORMAL
F-00150	CACHEXIA
F-00330	PROBLEM, RADIOGRAPHIC EXAMINATION ABNORMAL
F-00410	FUNCTIONAL DISORDER, LOCALIZED
F-01050	POSTOPERATIVE STATE
F-01120	SEPTICEMIA
F-01130	BACTEREMIA (T-0X000)(E-.....)
F-01220	TOXICITY
F-01310	PARASITISM
F-01400	STRESS, NOS
F-01600	EXHAUSTION
F-01620	WEAKNESS
F-01630	OVEREXERTION, NOS
F-01670	FAILURE TO LOSE WEIGHT
F-01680	FAILURE TO GAIN WEIGHT
F-01703	BODY WEIGHT GAIN
F-01704	BODY WEIGHT LOSS
F-01705	Weight loss, clinical issue
F-01780	WATER DEPRIVATION
F-01781	Water restored
F-01790	DEHYDRATION
F-01830	EXPOSURE, NOS
F-02010	COLIC, NOS
F-02100	DISEASE INACTIVE POST-RX - CASE CLOSED
F-02103	DISEASE INACTIVE, NO RX - CASE CLOSED
F-02105	SPONTANEOUS RECOVERY - CASE CLOSED
F-02110	DISEASE ACTIVE POST-RX - CASE CLOSED
F-02115	DISEASE ACTIVE, NO RX - CASE CLOSED
